fecha,provincia,homicidios,muertes_violentas,femicidios,robos,extorsiones,secuestros,anio,mes,trimestre
2019-06-01,Tungurahua,8,11,0,49,2,0,2019,6,2
2019-06-01,Zamora Chinchipe,13,18,0,54,4,1,2019,6,2
2019-06-01,Galápagos,10,16,0,60,3,0,2019,6,2
2019-06-01,Sucumbíos,11,14,0,64,6,0,2019,6,2
2019-06-01,Orellana,7,13,1,57,4,1,2019,6,2
2019-06-01,Santo Domingo de los Tsáchilas,29,41,0,135,6,1,2019,6,2
2019-06-01,Santa Elena,32,29,2,160,10,1,2019,6,2
2019-07-01,Azuay,8,21,0,59,5,1,2019,7,3
2019-07-01,Bolívar,13,17,0,57,3,1,2019,7,3
2019-07-01,Cañar,10,15,0,58,1,1,2019,7,3
2019-07-01,Carchi,8,13,0,61,4,0,2019,7,3
2019-07-01,Cotopaxi,9,17,1,52,4,1,2019,7,3
2019-07-01,Chimborazo,6,12,0,47,3,0,2019,7,3
2019-07-01,El Oro,20,24,5,111,6,0,2019,7,3
2019-07-01,Esmeraldas,38,57,4,221,15,3,2019,7,3
2019-07-01,Guayas,46,50,0,205,3,1,2019,7,3
2019-07-01,Imbabura,7,13,0,65,2,0,2019,7,3
2019-07-01,Loja,3,15,0,56,3,0,2019,7,3
2019-07-01,Los Ríos,32,43,1,170,8,0,2019,7,3
2019-07-01,Manabí,24,38,1,142,5,1,2019,7,3
2019-07-01,Morona Santiago,10,10,0,58,5,0,2019,7,3
2019-07-01,Napo,10,21,0,55,4,1,2019,7,3
2019-07-01,Pastaza,10,18,0,55,4,0,2019,7,3
2019-07-01,Pichincha,11,22,1,84,4,1,2019,7,3
2019-07-01,Tungurahua,9,14,0,59,1,0,2019,7,3
2019-07-01,Zamora Chinchipe,9,10,1,57,3,0,2019,7,3
2019-07-01,Galápagos,8,10,0,53,1,0,2019,7,3
2019-07-01,Sucumbíos,12,11,0,48,2,0,2019,7,3
2019-07-01,Orellana,6,7,1,59,2,0,2019,7,3
2019-07-01,Santo Domingo de los Tsáchilas,27,39,3,140,10,1,2019,7,3
2019-07-01,Santa Elena,28,42,2,141,9,2,2019,7,3
2019-08-01,Azuay,8,21,0,55,2,0,2019,8,3
2019-08-01,Bolívar,10,14,0,56,1,0,2019,8,3
2019-08-01,Cañar,11,12,0,56,2,1,2019,8,3
2019-08-01,Carchi,8,12,0,59,2,1,2019,8,3
2019-08-01,Cotopaxi,3,14,0,58,1,1,2019,8,3
2019-08-01,Chimborazo,8,14,0,57,2,0,2019,8,3
2019-08-01,El Oro,18,29,1,119,10,0,2019,8,3
2019-08-01,Esmeraldas,25,56,0,210,10,0,2019,8,3
2019-08-01,Guayas,39,41,1,173,12,3,2019,8,3
2019-08-01,Imbabura,13,16,0,61,5,0,2019,8,3
2019-08-01,Loja,7,14,0,62,2,0,2019,8,3
2019-08-01,Los Ríos,44,53,3,151,5,1,2019,8,3
2019-08-01,Manabí,21,24,0,145,7,0,2019,8,3
2019-08-01,Morona Santiago,11,15,0,42,3,0,2019,8,3
2019-08-01,Napo,6,18,1,50,0,0,2019,8,3
2019-08-01,Pastaza,5,20,0,48,2,0,2019,8,3
2019-08-01,Pichincha,10,26,0,75,2,0,2019,8,3
2019-08-01,Tungurahua,13,10,0,63,4,0,2019,8,3
2019-08-01,Zamora Chinchipe,8,11,1,53,2,0,2019,8,3
2019-08-01,Galápagos,4,25,0,50,1,2,2019,8,3
2019-08-01,Sucumbíos,9,17,0,49,2,0,2019,8,3
2019-08-01,Orellana,10,17,0,63,1,0,2019,8,3
2019-08-01,Santo Domingo de los Tsáchilas,23,28,2,132,11,1,2019,8,3
2019-08-01,Santa Elena,26,35,1,148,7,2,2019,8,3
2019-09-01,Azuay,7,15,1,58,2,0,2019,9,3
2019-09-01,Bolívar,11,10,0,64,2,1,2019,9,3
2019-09-01,Cañar,11,14,1,61,2,1,2019,9,3
2019-09-01,Carchi,9,13,1,62,1,1,2019,9,3
2019-09-01,Cotopaxi,11,13,0,54,4,0,2019,9,3
2019-09-01,Chimborazo,8,21,0,51,3,0,2019,9,3
2019-09-01,El Oro,22,28,2,120,8,0,2019,9,3
2019-09-01,Esmeraldas,40,55,2,229,13,2,2019,9,3
2019-09-01,Guayas,24,65,1,196,8,0,2019,9,3
2019-09-01,Imbabura,12,12,2,48,1,0,2019,9,3
2019-09-01,Loja,2,9,1,44,4,0,2019,9,3
2019-09-01,Los Ríos,26,38,1,140,6,0,2019,9,3
2019-09-01,Manabí,19,39,1,135,5,1,2019,9,3
2019-09-01,Morona Santiago,9,14,1,44,1,0,2019,9,3
2019-09-01,Napo,10,18,2,40,1,1,2019,9,3
2019-09-01,Pastaza,10,12,0,62,3,0,2019,9,3
2019-09-01,Pichincha,18,16,2,91,2,0,2019,9,3
2019-09-01,Tungurahua,6,14,0,62,2,0,2019,9,3
2019-09-01,Zamora Chinchipe,11,16,1,52,3,1,2019,9,3
2019-09-01,Galápagos,8,11,0,37,2,0,2019,9,3
2019-09-01,Sucumbíos,11,9,0,51,3,0,2019,9,3
2019-09-01,Orellana,14,20,0,52,0,0,2019,9,3
2019-09-01,Santo Domingo de los Tsáchilas,27,33,0,145,4,0,2019,9,3
2019-09-01,Santa Elena,25,29,1,140,4,1,2019,9,3
2019-10-01,Azuay,11,15,1,48,3,0,2019,10,4
2019-10-01,Bolívar,6,7,2,67,1,0,2019,10,4
2019-10-01,Cañar,10,11,0,44,0,0,2019,10,4
2019-10-01,Carchi,14,12,0,52,3,0,2019,10,4
2019-10-01,Cotopaxi,15,12,1,55,5,0,2019,10,4
2019-10-01,Chimborazo,11,11,0,47,6,0,2019,10,4
2019-10-01,El Oro,30,31,1,127,7,1,2019,10,4
2019-10-01,Esmeraldas,30,42,2,213,8,1,2019,10,4
2019-10-01,Guayas,32,54,3,180,8,1,2019,10,4
2019-10-01,Imbabura,7,13,0,58,3,0,2019,10,4
2019-10-01,Loja,6,9,0,55,1,0,2019,10,4
2019-10-01,Los Ríos,30,37,3,166,8,2,2019,10,4
2019-10-01,Manabí,28,35,2,146,7,1,2019,10,4
2019-10-01,Morona Santiago,9,13,0,43,2,0,2019,10,4
2019-10-01,Napo,8,19,2,51,1,0,2019,10,4
2019-10-01,Pastaza,11,13,1,38,3,0,2019,10,4
2019-10-01,Pichincha,10,25,2,94,2,0,2019,10,4
2019-10-01,Tungurahua,11,7,0,56,2,0,2019,10,4
2019-10-01,Zamora Chinchipe,10,18,2,52,2,0,2019,10,4
2019-10-01,Galápagos,10,15,0,56,3,1,2019,10,4
2019-10-01,Sucumbíos,6,11,1,57,1,2,2019,10,4
2019-10-01,Orellana,4,21,2,55,7,0,2019,10,4
2019-10-01,Santo Domingo de los Tsáchilas,27,43,2,148,6,0,2019,10,4
2019-10-01,Santa Elena,23,40,0,170,11,1,2019,10,4
2019-11-01,Azuay,11,12,1,64,2,0,2019,11,4
2019-11-01,Bolívar,12,16,0,44,1,0,2019,11,4
2019-11-01,Cañar,11,16,0,61,2,0,2019,11,4
2019-11-01,Carchi,14,11,0,54,3,2,2019,11,4
2019-11-01,Cotopaxi,13,15,0,56,2,0,2019,11,4
2019-11-01,Chimborazo,3,7,1,58,4,0,2019,11,4
2019-11-01,El Oro,22,35,2,109,5,0,2019,11,4
2019-11-01,Esmeraldas,42,55,1,211,18,0,2019,11,4
2019-11-01,Guayas,31,61,3,185,11,0,2019,11,4
2019-11-01,Imbabura,10,17,0,53,2,0,2019,11,4
2019-11-01,Loja,10,14,0,43,3,0,2019,11,4
2019-11-01,Los Ríos,25,35,1,200,18,1,2019,11,4
2019-11-01,Manabí,23,36,1,145,9,1,2019,11,4
2019-11-01,Morona Santiago,10,15,0,67,5,0,2019,11,4
2019-11-01,Napo,8,18,0,50,3,0,2019,11,4
2019-11-01,Pastaza,9,16,1,62,3,0,2019,11,4
2019-11-01,Pichincha,25,23,1,86,5,0,2019,11,4
2019-11-01,Tungurahua,8,9,1,68,4,1,2019,11,4
2019-11-01,Zamora Chinchipe,13,14,0,59,5,0,2019,11,4
2019-11-01,Galápagos,8,17,0,47,1,0,2019,11,4
2019-11-01,Sucumbíos,12,17,0,50,2,0,2019,11,4
2019-11-01,Orellana,9,12,0,53,1,1,2019,11,4
2019-11-01,Santo Domingo de los Tsáchilas,30,35,2,151,10,0,2019,11,4
2019-11-01,Santa Elena,33,36,2,159,11,0,2019,11,4
2019-12-01,Azuay,14,17,1,50,4,1,2019,12,4
2019-12-01,Bolívar,6,19,0,64,3,1,2019,12,4
2019-12-01,Cañar,7,14,2,64,0,1,2019,12,4
2019-12-01,Carchi,8,13,0,59,4,0,2019,12,4
2019-12-01,Cotopaxi,8,13,0,56,0,0,2019,12,4
2019-12-01,Chimborazo,9,12,0,51,2,0,2019,12,4
2019-12-01,El Oro,28,32,1,131,11,1,2019,12,4
2019-12-01,Esmeraldas,39,62,0,238,6,1,2019,12,4
2019-12-01,Guayas,42,47,1,190,8,2,2019,12,4
2019-12-01,Imbabura,13,17,4,54,7,0,2019,12,4
2019-12-01,Loja,6,16,1,46,1,0,2019,12,4
2019-12-01,Los Ríos,27,44,2,180,8,1,2019,12,4
2019-12-01,Manabí,31,30,2,140,8,1,2019,12,4
2019-12-01,Morona Santiago,15,14,1,59,2,0,2019,12,4
2019-12-01,Napo,6,23,2,60,1,0,2019,12,4
2019-12-01,Pastaza,5,15,0,60,3,0,2019,12,4
2019-12-01,Pichincha,8,20,1,81,2,2,2019,12,4
2019-12-01,Tungurahua,10,18,0,63,2,0,2019,12,4
2019-12-01,Zamora Chinchipe,8,10,1,65,3,1,2019,12,4
2019-12-01,Galápagos,13,14,0,63,3,0,2019,12,4
2019-12-01,Sucumbíos,7,9,0,57,1,0,2019,12,4
2019-12-01,Orellana,14,15,0,48,4,0,2019,12,4
2019-12-01,Santo Domingo de los Tsáchilas,35,34,0,148,7,0,2019,12,4
2019-12-01,Santa Elena,20,37,0,156,11,0,2019,12,4
2020-01-01,Azuay,14,11,1,52,3,1,2020,1,1
2020-01-01,Bolívar,8,15,0,52,4,2,2020,1,1
2020-01-01,Cañar,8,10,0,68,2,0,2020,1,1
2020-01-01,Carchi,13,17,1,56,2,0,2020,1,1
2020-01-01,Cotopaxi,14,12,1,62,4,0,2020,1,1
2020-01-01,Chimborazo,8,13,0,68,4,0,2020,1,1
2020-01-01,El Oro,27,25,1,129,5,0,2020,1,1
2020-01-01,Esmeraldas,58,53,6,220,9,3,2020,1,1
2020-01-01,Guayas,38,57,2,230,11,1,2020,1,1
2020-01-01,Imbabura,16,12,3,65,4,0,2020,1,1
2020-01-01,Loja,22,16,0,47,2,0,2020,1,1
2020-01-01,Los Ríos,47,52,1,213,6,0,2020,1,1
2020-01-01,Manabí,33,37,2,162,8,2,2020,1,1
2020-01-01,Morona Santiago,3,14,1,58,0,0,2020,1,1
2020-01-01,Napo,17,16,1,53,4,0,2020,1,1
2020-01-01,Pastaza,6,9,0,56,5,0,2020,1,1
2020-01-01,Pichincha,20,20,0,95,4,0,2020,1,1
2020-01-01,Tungurahua,13,16,0,62,2,1,2020,1,1
2020-01-01,Zamora Chinchipe,19,14,0,64,5,0,2020,1,1
2020-01-01,Galápagos,11,15,0,77,2,0,2020,1,1
2020-01-01,Sucumbíos,12,20,1,57,0,0,2020,1,1
2020-01-01,Orellana,8,12,0,73,5,0,2020,1,1
2020-01-01,Santo Domingo de los Tsáchilas,39,38,1,145,6,3,2020,1,1
2020-01-01,Santa Elena,41,44,3,163,13,0,2020,1,1
2020-02-01,Azuay,11,16,0,67,2,0,2020,2,1
2020-02-01,Bolívar,10,20,1,56,5,0,2020,2,1
2020-02-01,Cañar,12,11,0,67,1,0,2020,2,1
2020-02-01,Carchi,13,19,0,74,2,1,2020,2,1
2020-02-01,Cotopaxi,9,15,0,51,2,0,2020,2,1
2020-02-01,Chimborazo,18,17,1,72,3,1,2020,2,1
2020-02-01,El Oro,22,36,1,162,7,0,2020,2,1
2020-02-01,Esmeraldas,45,68,2,255,8,1,2020,2,1
2020-02-01,Guayas,46,48,1,214,7,1,2020,2,1
2020-02-01,Imbabura,7,17,1,66,2,0,2020,2,1
2020-02-01,Loja,8,16,1,70,4,0,2020,2,1
2020-02-01,Los Ríos,36,41,1,204,5,1,2020,2,1
2020-02-01,Manabí,33,47,1,153,10,0,2020,2,1
2020-02-01,Morona Santiago,7,15,1,63,5,0,2020,2,1
2020-02-01,Napo,15,16,0,67,3,0,2020,2,1
2020-02-01,Pastaza,9,12,2,49,2,0,2020,2,1
2020-02-01,Pichincha,16,18,0,96,7,0,2020,2,1
2020-02-01,Tungurahua,15,9,4,59,4,0,2020,2,1
2020-02-01,Zamora Chinchipe,12,16,2,56,2,3,2020,2,1
2020-02-01,Galápagos,12,16,1,66,2,0,2020,2,1
2020-02-01,Sucumbíos,7,17,0,70,4,0,2020,2,1
2020-02-01,Orellana,11,11,1,69,2,1,2020,2,1
2020-02-01,Santo Domingo de los Tsáchilas,22,42,1,169,17,0,2020,2,1
2020-02-01,Santa Elena,33,37,1,191,8,0,2020,2,1
2020-03-01,Azuay,9,19,0,72,4,0,2020,3,1
2020-03-01,Bolívar,7,11,1,41,0,1,2020,3,1
2020-03-01,Cañar,15,15,1,52,4,0,2020,3,1
2020-03-01,Carchi,14,16,1,61,1,1,2020,3,1
2020-03-01,Cotopaxi,14,25,1,59,2,0,2020,3,1
2020-03-01,Chimborazo,14,22,2,54,5,1,2020,3,1
2020-03-01,El Oro,43,51,0,158,14,1,2020,3,1
2020-03-01,Esmeraldas,43,75,2,247,17,2,2020,3,1
2020-03-01,Guayas,42,49,2,231,12,0,2020,3,1
2020-03-01,Imbabura,10,21,0,59,6,0,2020,3,1
2020-03-01,Loja,12,12,0,83,5,1,2020,3,1
2020-03-01,Los Ríos,38,63,2,196,5,1,2020,3,1
2020-03-01,Manabí,39,34,0,172,9,0,2020,3,1
2020-03-01,Morona Santiago,15,18,1,74,4,0,2020,3,1
2020-03-01,Napo,6,17,1,64,3,0,2020,3,1
2020-03-01,Pastaza,8,12,0,63,4,0,2020,3,1
2020-03-01,Pichincha,17,29,0,90,3,1,2020,3,1
2020-03-01,Tungurahua,12,21,0,61,3,0,2020,3,1
2020-03-01,Zamora Chinchipe,14,18,0,68,5,0,2020,3,1
2020-03-01,Galápagos,14,12,0,58,6,0,2020,3,1
2020-03-01,Sucumbíos,9,18,1,71,2,0,2020,3,1
2020-03-01,Orellana,15,14,0,50,5,1,2020,3,1
2020-03-01,Santo Domingo de los Tsáchilas,33,47,2,202,7,0,2020,3,1
2020-03-01,Santa Elena,29,55,4,162,11,3,2020,3,1
2020-04-01,Azuay,7,16,0,65,3,0,2020,4,2
2020-04-01,Bolívar,10,14,0,67,2,1,2020,4,2
2020-04-01,Cañar,16,17,0,55,5,0,2020,4,2
2020-04-01,Carchi,11,20,0,66,3,0,2020,4,2
2020-04-01,Cotopaxi,13,18,0,55,5,1,2020,4,2
2020-04-01,Chimborazo,8,17,0,58,2,1,2020,4,2
2020-04-01,El Oro,31,43,3,143,6,0,2020,4,2
2020-04-01,Esmeraldas,61,66,4,258,17,1,2020,4,2
2020-04-01,Guayas,25,65,5,249,8,1,2020,4,2
2020-04-01,Imbabura,13,17,1,62,8,0,2020,4,2
2020-04-01,Loja,17,15,0,62,0,0,2020,4,2
2020-04-01,Los Ríos,41,64,3,205,5,0,2020,4,2
2020-04-01,Manabí,33,33,1,176,2,0,2020,4,2
2020-04-01,Morona Santiago,12,13,0,44,3,2,2020,4,2
2020-04-01,Napo,10,18,1,61,2,0,2020,4,2
2020-04-01,Pastaza,11,13,1,68,5,0,2020,4,2
2020-04-01,Pichincha,17,25,1,88,3,0,2020,4,2
2020-04-01,Tungurahua,11,19,0,66,3,2,2020,4,2
2020-04-01,Zamora Chinchipe,11,14,1,79,3,1,2020,4,2
2020-04-01,Galápagos,10,8,0,49,8,0,2020,4,2
2020-04-01,Sucumbíos,12,18,1,53,2,1,2020,4,2
2020-04-01,Orellana,9,17,3,52,1,1,2020,4,2
2020-04-01,Santo Domingo de los Tsáchilas,30,41,0,165,11,1,2020,4,2
2020-04-01,Santa Elena,41,40,1,175,11,0,2020,4,2
2020-05-01,Azuay,16,12,1,65,2,0,2020,5,2
2020-05-01,Bolívar,12,10,0,63,3,0,2020,5,2
2020-05-01,Cañar,16,23,0,65,3,0,2020,5,2
2020-05-01,Carchi,11,17,0,53,1,0,2020,5,2
2020-05-01,Cotopaxi,19,18,0,61,7,0,2020,5,2
2020-05-01,Chimborazo,8,23,0,50,0,1,2020,5,2
2020-05-01,El Oro,33,28,1,153,8,1,2020,5,2
2020-05-01,Esmeraldas,47,50,6,230,19,3,2020,5,2
2020-05-01,Guayas,45,48,4,215,10,0,2020,5,2
2020-05-01,Imbabura,13,19,1,56,3,1,2020,5,2
2020-05-01,Loja,8,15,0,59,1,0,2020,5,2
2020-05-01,Los Ríos,46,53,3,205,4,2,2020,5,2
2020-05-01,Manabí,35,39,2,157,7,1,2020,5,2
2020-05-01,Morona Santiago,6,13,1,47,2,0,2020,5,2
2020-05-01,Napo,13,20,0,65,5,0,2020,5,2
2020-05-01,Pastaza,12,14,0,67,5,0,2020,5,2
2020-05-01,Pichincha,16,31,0,96,4,0,2020,5,2
2020-05-01,Tungurahua,16,18,0,51,2,0,2020,5,2
2020-05-01,Zamora Chinchipe,5,18,1,50,6,1,2020,5,2
2020-05-01,Galápagos,11,11,2,62,3,0,2020,5,2
2020-05-01,Sucumbíos,16,19,0,60,3,0,2020,5,2
2020-05-01,Orellana,14,17,0,66,2,1,2020,5,2
2020-05-01,Santo Domingo de los Tsáchilas,30,38,3,153,8,0,2020,5,2
2020-05-01,Santa Elena,41,40,1,175,3,1,2020,5,2
2020-06-01,Azuay,9,21,2,55,5,0,2020,6,2
2020-06-01,Bolívar,8,13,0,66,1,0,2020,6,2
2020-06-01,Cañar,16,13,2,65,4,0,2020,6,2
2020-06-01,Carchi,7,21,0,54,2,0,2020,6,2
2020-06-01,Cotopaxi,11,23,0,64,5,0,2020,6,2
2020-06-01,Chimborazo,16,9,0,55,6,0,2020,6,2
2020-06-01,El Oro,24,32,1,127,7,0,2020,6,2
2020-06-01,Esmeraldas,48,54,4,223,11,2,2020,6,2
2020-06-01,Guayas,34,53,2,208,10,0,2020,6,2
2020-06-01,Imbabura,12,14,0,41,0,0,2020,6,2
2020-06-01,Loja,6,12,0,68,5,1,2020,6,2
2020-06-01,Los Ríos,33,53,2,201,8,1,2020,6,2
2020-06-01,Manabí,23,32,1,159,9,0,2020,6,2
2020-06-01,Morona Santiago,17,9,1,50,4,1,2020,6,2
2020-06-01,Napo,9,15,0,55,2,2,2020,6,2
2020-06-01,Pastaza,6,13,1,73,4,0,2020,6,2
2020-06-01,Pichincha,11,20,0,96,3,0,2020,6,2
2020-06-01,Tungurahua,6,14,2,57,8,1,2020,6,2
2020-06-01,Zamora Chinchipe,8,20,0,57,2,0,2020,6,2
2020-06-01,Galápagos,10,18,0,58,1,2,2020,6,2
2020-06-01,Sucumbíos,9,15,1,58,3,0,2020,6,2
2020-06-01,Orellana,10,9,1,54,3,1,2020,6,2
2020-06-01,Santo Domingo de los Tsáchilas,26,30,1,145,6,1,2020,6,2
2020-06-01,Santa Elena,42,45,1,167,12,0,2020,6,2
2020-07-01,Azuay,9,13,1,55,5,0,2020,7,3
2020-07-01,Bolívar,14,10,0,65,2,2,2020,7,3
2020-07-01,Cañar,8,16,1,63,3,0,2020,7,3
2020-07-01,Carchi,10,12,0,54,2,1,2020,7,3
2020-07-01,Cotopaxi,12,10,0,59,3,0,2020,7,3
2020-07-01,Chimborazo,14,10,2,54,5,0,2020,7,3
2020-07-01,El Oro,19,36,2,127,11,1,2020,7,3
2020-07-01,Esmeraldas,37,45,2,242,7,1,2020,7,3
2020-07-01,Guayas,33,50,2,195,12,3,2020,7,3
2020-07-01,Imbabura,11,8,1,54,5,0,2020,7,3
2020-07-01,Loja,17,12,1,51,2,1,2020,7,3
2020-07-01,Los Ríos,34,38,4,175,4,1,2020,7,3
2020-07-01,Manabí,27,26,1,133,9,0,2020,7,3
2020-07-01,Morona Santiago,12,17,1,52,5,1,2020,7,3
2020-07-01,Napo,12,21,2,53,5,0,2020,7,3
2020-07-01,Pastaza,8,17,0,55,3,0,2020,7,3
2020-07-01,Pichincha,25,20,1,88,5,1,2020,7,3
2020-07-01,Tungurahua,10,9,0,63,2,0,2020,7,3
2020-07-01,Zamora Chinchipe,18,8,0,63,3,0,2020,7,3
2020-07-01,Galápagos,14,17,0,59,2,0,2020,7,3
2020-07-01,Sucumbíos,6,17,1,58,4,0,2020,7,3
2020-07-01,Orellana,9,20,0,61,4,0,2020,7,3
2020-07-01,Santo Domingo de los Tsáchilas,23,37,1,177,9,0,2020,7,3
2020-07-01,Santa Elena,17,43,2,141,11,2,2020,7,3
2020-08-01,Azuay,15,13,0,48,3,0,2020,8,3
2020-08-01,Bolívar,12,11,0,53,1,0,2020,8,3
2020-08-01,Cañar,8,10,0,56,2,0,2020,8,3
2020-08-01,Carchi,9,12,0,48,2,0,2020,8,3
2020-08-01,Cotopaxi,13,12,0,55,2,0,2020,8,3
2020-08-01,Chimborazo,12,22,1,54,4,0,2020,8,3
2020-08-01,El Oro,29,29,1,113,3,1,2020,8,3
2020-08-01,Esmeraldas,45,42,2,206,12,2,2020,8,3
2020-08-01,Guayas,28,52,4,206,10,0,2020,8,3
2020-08-01,Imbabura,11,12,2,62,1,1,2020,8,3
2020-08-01,Loja,11,13,0,59,3,0,2020,8,3
2020-08-01,Los Ríos,30,42,4,161,9,0,2020,8,3
2020-08-01,Manabí,22,45,2,116,11,0,2020,8,3
2020-08-01,Morona Santiago,7,20,0,49,2,0,2020,8,3
2020-08-01,Napo,10,11,1,53,3,0,2020,8,3
2020-08-01,Pastaza,5,16,1,48,2,0,2020,8,3
2020-08-01,Pichincha,23,16,1,92,6,0,2020,8,3
2020-08-01,Tungurahua,8,16,1,61,1,0,2020,8,3
2020-08-01,Zamora Chinchipe,12,8,0,60,0,0,2020,8,3
2020-08-01,Galápagos,15,20,1,50,2,0,2020,8,3
2020-08-01,Sucumbíos,10,14,1,56,2,0,2020,8,3
2020-08-01,Orellana,13,12,0,46,4,0,2020,8,3
2020-08-01,Santo Domingo de los Tsáchilas,21,35,4,142,8,2,2020,8,3
2020-08-01,Santa Elena,25,45,2,147,11,2,2020,8,3
2020-09-01,Azuay,8,14,1,38,3,0,2020,9,3
2020-09-01,Bolívar,6,9,1,60,1,0,2020,9,3
2020-09-01,Cañar,6,12,2,46,3,0,2020,9,3
2020-09-01,Carchi,14,14,0,63,2,0,2020,9,3
2020-09-01,Cotopaxi,10,14,0,60,3,1,2020,9,3
2020-09-01,Chimborazo,9,15,0,59,2,0,2020,9,3
2020-09-01,El Oro,21,43,2,106,4,0,2020,9,3
2020-09-01,Esmeraldas,42,61,4,232,10,0,2020,9,3
2020-09-01,Guayas,36,41,2,189,11,0,2020,9,3
2020-09-01,Imbabura,12,16,0,54,2,1,2020,9,3
2020-09-01,Loja,8,19,1,46,3,0,2020,9,3
2020-09-01,Los Ríos,32,49,2,132,8,1,2020,9,3
2020-09-01,Manabí,34,24,2,153,2,1,2020,9,3
2020-09-01,Morona Santiago,6,14,1,62,7,0,2020,9,3
2020-09-01,Napo,7,10,0,52,0,0,2020,9,3
2020-09-01,Pastaza,10,15,0,62,2,1,2020,9,3
2020-09-01,Pichincha,23,18,1,93,5,1,2020,9,3
2020-09-01,Tungurahua,9,9,2,57,2,0,2020,9,3
2020-09-01,Zamora Chinchipe,12,12,0,45,3,0,2020,9,3
2020-09-01,Galápagos,10,11,1,56,3,0,2020,9,3
2020-09-01,Sucumbíos,5,14,0,54,2,0,2020,9,3
2020-09-01,Orellana,10,14,0,57,5,1,2020,9,3
2020-09-01,Santo Domingo de los Tsáchilas,39,34,0,149,3,0,2020,9,3
2020-09-01,Santa Elena,24,32,1,154,4,0,2020,9,3
2020-10-01,Azuay,11,14,0,63,4,0,2020,10,4
2020-10-01,Bolívar,3,10,1,68,3,0,2020,10,4
2020-10-01,Cañar,11,12,0,54,5,1,2020,10,4
2020-10-01,Carchi,6,20,0,50,6,0,2020,10,4
2020-10-01,Cotopaxi,9,8,0,53,0,0,2020,10,4
2020-10-01,Chimborazo,16,23,0,45,3,0,2020,10,4
2020-10-01,El Oro,23,30,1,116,3,0,2020,10,4
2020-10-01,Esmeraldas,44,46,1,226,11,2,2020,10,4
2020-10-01,Guayas,25,43,3,182,3,0,2020,10,4
2020-10-01,Imbabura,9,14,0,62,5,0,2020,10,4
2020-10-01,Loja,7,13,0,54,4,0,2020,10,4
2020-10-01,Los Ríos,28,59,1,187,9,1,2020,10,4
2020-10-01,Manabí,21,35,1,144,6,0,2020,10,4
2020-10-01,Morona Santiago,9,15,2,63,0,0,2020,10,4
2020-10-01,Napo,10,15,0,46,2,0,2020,10,4
2020-10-01,Pastaza,7,9,0,48,0,0,2020,10,4
2020-10-01,Pichincha,16,10,2,84,5,0,2020,10,4
2020-10-01,Tungurahua,2,20,0,48,5,0,2020,10,4
2020-10-01,Zamora Chinchipe,8,12,1,51,4,0,2020,10,4
2020-10-01,Galápagos,14,17,1,52,0,0,2020,10,4
2020-10-01,Sucumbíos,21,12,1,55,2,0,2020,10,4
2020-10-01,Orellana,8,13,0,58,2,0,2020,10,4
2020-10-01,Santo Domingo de los Tsáchilas,19,40,2,138,8,0,2020,10,4
2020-10-01,Santa Elena,22,40,1,155,7,0,2020,10,4
2020-11-01,Azuay,8,19,2,57,3,0,2020,11,4
2020-11-01,Bolívar,8,12,1,67,4,0,2020,11,4
2020-11-01,Cañar,11,13,1,56,3,0,2020,11,4
2020-11-01,Carchi,8,22,0,56,5,0,2020,11,4
2020-11-01,Cotopaxi,7,12,1,50,5,0,2020,11,4
2020-11-01,Chimborazo,17,10,0,53,2,1,2020,11,4
2020-11-01,El Oro,18,36,1,121,7,0,2020,11,4
2020-11-01,Esmeraldas,34,59,4,223,12,2,2020,11,4
2020-11-01,Guayas,38,49,0,202,11,0,2020,11,4
2020-11-01,Imbabura,7,8,1,53,5,1,2020,11,4
2020-11-01,Loja,8,14,1,59,3,1,2020,11,4
2020-11-01,Los Ríos,37,43,1,172,7,1,2020,11,4
2020-11-01,Manabí,22,30,1,152,8,0,2020,11,4
2020-11-01,Morona Santiago,13,7,0,50,3,0,2020,11,4
2020-11-01,Napo,14,8,1,57,9,0,2020,11,4
2020-11-01,Pastaza,8,11,0,61,2,1,2020,11,4
2020-11-01,Pichincha,17,22,0,85,3,0,2020,11,4
2020-11-01,Tungurahua,7,11,0,59,1,1,2020,11,4
2020-11-01,Zamora Chinchipe,11,14,0,55,3,0,2020,11,4
2020-11-01,Galápagos,10,9,0,47,2,0,2020,11,4
2020-11-01,Sucumbíos,6,8,1,66,2,0,2020,11,4
2020-11-01,Orellana,12,11,0,63,3,0,2020,11,4
2020-11-01,Santo Domingo de los Tsáchilas,26,52,2,158,11,0,2020,11,4
2020-11-01,Santa Elena,36,47,2,175,11,0,2020,11,4
2020-12-01,Azuay,7,10,0,67,2,1,2020,12,4
2020-12-01,Bolívar,7,18,1,53,1,1,2020,12,4
2020-12-01,Cañar,10,17,0,62,3,1,2020,12,4
2020-12-01,Carchi,14,11,2,51,1,0,2020,12,4
2020-12-01,Cotopaxi,8,24,0,53,1,0,2020,12,4
2020-12-01,Chimborazo,7,19,1,56,1,0,2020,12,4
2020-12-01,El Oro,25,43,3,152,4,1,2020,12,4
2020-12-01,Esmeraldas,51,55,3,203,11,1,2020,12,4
2020-12-01,Guayas,40,47,1,213,7,0,2020,12,4
2020-12-01,Imbabura,10,16,1,66,8,1,2020,12,4
2020-12-01,Loja,11,13,0,61,1,0,2020,12,4
